algorithm,function_index,dimension,instance_index,budget,seed
L_SHADE_1_0_1,16,20,23,20000,21880831
L_SHADE_1_0_1,16,20,24,20000,21880832
L_SHADE_1_0_1,16,20,25,20000,21880833
L_SHADE_1_0_1,16,20,26,20000,21880834
L_SHADE_1_0_1,16,20,27,20000,21880835
L_SHADE_1_0_1,16,20,28,20000,21880836
L_SHADE_1_0_1,16,20,29,20000,21880837
L_SHADE_1_0_1,16,20,30,20000,21880838
L_SHADE_1_0_1,17,20,21,20000,21980829
L_SHADE_1_0_1,17,20,22,20000,21980830
L_SHADE_1_0_1,17,20,23,20000,21980831
L_SHADE_1_0_1,17,20,24,20000,21980832
L_SHADE_1_0_1,17,20,25,20000,21980833
L_SHADE_1_0_1,17,20,26,20000,21980834
L_SHADE_1_0_1,17,20,27,20000,21980835
L_SHADE_1_0_1,17,20,28,20000,21980836
L_SHADE_1_0_1,17,20,29,20000,21980837
L_SHADE_1_0_1,17,20,30,20000,21980838
L_SHADE_1_0_1,18,20,21,20000,22080829
L_SHADE_1_0_1,18,20,22,20000,22080830
L_SHADE_1_0_1,18,20,23,20000,22080831
L_SHADE_1_0_1,18,20,24,20000,22080832
L_SHADE_1_0_1,18,20,25,20000,22080833
L_SHADE_1_0_1,18,20,26,20000,22080834
L_SHADE_1_0_1,18,20,27,20000,22080835
L_SHADE_1_0_1,18,20,28,20000,22080836
L_SHADE_1_0_1,18,20,29,20000,22080837
L_SHADE_1_0_1,18,20,30,20000,22080838
L_SHADE_1_0_1,19,20,21,20000,22180829
L_SHADE_1_0_1,19,20,22,20000,22180830
L_SHADE_1_0_1,19,20,23,20000,22180831
L_SHADE_1_0_1,19,20,24,20000,22180832
L_SHADE_1_0_1,19,20,25,20000,22180833
L_SHADE_1_0_1,19,20,26,20000,22180834
L_SHADE_1_0_1,19,20,27,20000,22180835
L_SHADE_1_0_1,19,20,28,20000,22180836
L_SHADE_1_0_1,19,20,29,20000,22180837
L_SHADE_1_0_1,19,20,30,20000,22180838
L_SHADE_1_0_1,20,20,21,20000,22280829
L_SHADE_1_0_1,20,20,22,20000,22280830
L_SHADE_1_0_1,20,20,23,20000,22280831
L_SHADE_1_0_1,20,20,24,20000,22280832
L_SHADE_1_0_1,20,20,25,20000,22280833
L_SHADE_1_0_1,20,20,26,20000,22280834
L_SHADE_1_0_1,20,20,27,20000,22280835
L_SHADE_1_0_1,20,20,28,20000,22280836
L_SHADE_1_0_1,20,20,29,20000,22280837
L_SHADE_1_0_1,20,20,30,20000,22280838
L_SHADE_1_0_1,21,20,21,20000,22380829
L_SHADE_1_0_1,21,20,22,20000,22380830
L_SHADE_1_0_1,21,20,23,20000,22380831
L_SHADE_1_0_1,21,20,24,20000,22380832
L_SHADE_1_0_1,21,20,25,20000,22380833
L_SHADE_1_0_1,21,20,26,20000,22380834
L_SHADE_1_0_1,21,20,27,20000,22380835
L_SHADE_1_0_1,21,20,28,20000,22380836
L_SHADE_1_0_1,21,20,29,20000,22380837
L_SHADE_1_0_1,21,20,30,20000,22380838
L_SHADE_1_0_1,22,20,21,20000,22480829
L_SHADE_1_0_1,22,20,22,20000,22480830
L_SHADE_1_0_1,22,20,23,20000,22480831
L_SHADE_1_0_1,22,20,24,20000,22480832
L_SHADE_1_0_1,22,20,25,20000,22480833
L_SHADE_1_0_1,22,20,26,20000,22480834
L_SHADE_1_0_1,22,20,27,20000,22480835
L_SHADE_1_0_1,22,20,28,20000,22480836
L_SHADE_1_0_1,22,20,29,20000,22480837
L_SHADE_1_0_1,22,20,30,20000,22480838
L_SHADE_1_0_1,23,20,21,20000,22580829
L_SHADE_1_0_1,23,20,22,20000,22580830
L_SHADE_1_0_1,23,20,23,20000,22580831
L_SHADE_1_0_1,23,20,24,20000,22580832
L_SHADE_1_0_1,23,20,25,20000,22580833
L_SHADE_1_0_1,23,20,26,20000,22580834
L_SHADE_1_0_1,23,20,27,20000,22580835
L_SHADE_1_0_1,23,20,28,20000,22580836
L_SHADE_1_0_1,23,20,29,20000,22580837
L_SHADE_1_0_1,23,20,30,20000,22580838
L_SHADE_1_0_1,24,20,21,20000,22680829
L_SHADE_1_0_1,24,20,22,20000,22680830
L_SHADE_1_0_1,24,20,23,20000,22680831
L_SHADE_1_0_1,24,20,24,20000,22680832
L_SHADE_1_0_1,24,20,25,20000,22680833
L_SHADE_1_0_1,24,20,26,20000,22680834
L_SHADE_1_0_1,24,20,27,20000,22680835
L_SHADE_1_0_1,24,20,28,20000,22680836
L_SHADE_1_0_1,24,20,29,20000,22680837
L_SHADE_1_0_1,24,20,30,20000,22680838
jSO,1,5,21,5000,20365829
jSO,1,5,22,5000,20365830
jSO,1,5,23,5000,20365831
jSO,1,5,24,5000,20365832
jSO,1,5,25,5000,20365833
jSO,1,5,26,5000,20365834
jSO,1,5,27,5000,20365835
jSO,1,5,28,5000,20365836
jSO,1,5,29,5000,20365837
jSO,1,5,30,5000,20365838
jSO,2,5,21,5000,20465829
jSO,2,5,22,5000,20465830
jSO,2,5,23,5000,20465831
jSO,2,5,24,5000,20465832
jSO,2,5,25,5000,20465833
jSO,2,5,26,5000,20465834
jSO,2,5,27,5000,20465835
jSO,2,5,28,5000,20465836
jSO,2,5,29,5000,20465837
jSO,2,5,30,5000,20465838
jSO,3,5,21,5000,20565829
jSO,3,5,22,5000,20565830
jSO,3,5,23,5000,20565831
jSO,3,5,24,5000,20565832
jSO,3,5,25,5000,20565833
jSO,3,5,26,5000,20565834
jSO,3,5,27,5000,20565835
jSO,3,5,28,5000,20565836
jSO,3,5,29,5000,20565837
jSO,3,5,30,5000,20565838
jSO,4,5,21,5000,20665829
jSO,4,5,22,5000,20665830
jSO,4,5,23,5000,20665831
jSO,4,5,24,5000,20665832
jSO,4,5,25,5000,20665833
jSO,4,5,26,5000,20665834
jSO,4,5,27,5000,20665835
jSO,4,5,28,5000,20665836
jSO,4,5,29,5000,20665837
jSO,4,5,30,5000,20665838
jSO,5,5,21,5000,20765829
jSO,5,5,22,5000,20765830
jSO,5,5,23,5000,20765831
jSO,5,5,24,5000,20765832
jSO,5,5,25,5000,20765833
jSO,5,5,26,5000,20765834
jSO,5,5,27,5000,20765835
jSO,5,5,28,5000,20765836
jSO,5,5,29,5000,20765837
jSO,5,5,30,5000,20765838
jSO,6,5,21,5000,20865829
jSO,6,5,22,5000,20865830
jSO,6,5,23,5000,20865831
jSO,6,5,24,5000,20865832
jSO,6,5,25,5000,20865833
jSO,6,5,26,5000,20865834
jSO,6,5,27,5000,20865835
jSO,6,5,28,5000,20865836
jSO,6,5,29,5000,20865837
jSO,6,5,30,5000,20865838
jSO,7,5,21,5000,20965829
jSO,7,5,22,5000,20965830
jSO,7,5,23,5000,20965831
jSO,7,5,24,5000,20965832
jSO,7,5,25,5000,20965833
jSO,7,5,26,5000,20965834
jSO,7,5,27,5000,20965835
jSO,7,5,28,5000,20965836
jSO,7,5,29,5000,20965837
jSO,7,5,30,5000,20965838
jSO,8,5,21,5000,21065829
jSO,8,5,22,5000,21065830
jSO,8,5,23,5000,21065831
jSO,8,5,24,5000,21065832
jSO,8,5,25,5000,21065833
jSO,8,5,26,5000,21065834
jSO,8,5,27,5000,21065835
jSO,8,5,28,5000,21065836
jSO,8,5,29,5000,21065837
jSO,8,5,30,5000,21065838
jSO,9,5,21,5000,21165829
jSO,9,5,22,5000,21165830
jSO,9,5,23,5000,21165831
jSO,9,5,24,5000,21165832
jSO,9,5,25,5000,21165833
jSO,9,5,26,5000,21165834
jSO,9,5,27,5000,21165835
jSO,9,5,28,5000,21165836
jSO,9,5,29,5000,21165837
jSO,9,5,30,5000,21165838
jSO,10,5,21,5000,21265829
jSO,10,5,22,5000,21265830
jSO,10,5,23,5000,21265831
jSO,10,5,24,5000,21265832
jSO,10,5,25,5000,21265833
jSO,10,5,26,5000,21265834
jSO,10,5,27,5000,21265835
jSO,10,5,28,5000,21265836
jSO,10,5,29,5000,21265837
jSO,10,5,30,5000,21265838
jSO,11,5,21,5000,21365829
jSO,11,5,22,5000,21365830
jSO,11,5,23,5000,21365831
jSO,11,5,24,5000,21365832
jSO,11,5,25,5000,21365833
jSO,11,5,26,5000,21365834
jSO,11,5,27,5000,21365835
jSO,11,5,28,5000,21365836
jSO,11,5,29,5000,21365837
jSO,11,5,30,5000,21365838
jSO,12,5,21,5000,21465829
jSO,12,5,22,5000,21465830
jSO,12,5,23,5000,21465831
jSO,12,5,24,5000,21465832
jSO,12,5,25,5000,21465833
jSO,12,5,26,5000,21465834
jSO,12,5,27,5000,21465835
jSO,12,5,28,5000,21465836
jSO,12,5,29,5000,21465837
jSO,12,5,30,5000,21465838
jSO,13,5,21,5000,21565829
jSO,13,5,22,5000,21565830
jSO,13,5,23,5000,21565831
jSO,13,5,24,5000,21565832
jSO,13,5,25,5000,21565833
jSO,13,5,26,5000,21565834
jSO,13,5,27,5000,21565835
jSO,13,5,28,5000,21565836
jSO,13,5,29,5000,21565837
jSO,13,5,30,5000,21565838
jSO,14,5,21,5000,21665829
jSO,14,5,22,5000,21665830
jSO,14,5,23,5000,21665831
jSO,14,5,24,5000,21665832
jSO,14,5,25,5000,21665833
jSO,14,5,26,5000,21665834
jSO,14,5,27,5000,21665835
jSO,14,5,28,5000,21665836
jSO,14,5,29,5000,21665837
jSO,14,5,30,5000,21665838
jSO,15,5,21,5000,21765829
jSO,15,5,22,5000,21765830
jSO,15,5,23,5000,21765831
jSO,15,5,24,5000,21765832
jSO,15,5,25,5000,21765833
jSO,15,5,26,5000,21765834
jSO,15,5,27,5000,21765835
jSO,15,5,28,5000,21765836
jSO,15,5,29,5000,21765837
jSO,15,5,30,5000,21765838
jSO,16,5,21,5000,21865829
jSO,16,5,22,5000,21865830
jSO,16,5,23,5000,21865831
jSO,16,5,24,5000,21865832
jSO,16,5,25,5000,21865833
jSO,16,5,26,5000,21865834
jSO,16,5,27,5000,21865835
jSO,16,5,28,5000,21865836
jSO,16,5,29,5000,21865837
jSO,16,5,30,5000,21865838
jSO,17,5,21,5000,21965829
jSO,17,5,22,5000,21965830
jSO,17,5,23,5000,21965831
jSO,17,5,24,5000,21965832
jSO,17,5,25,5000,21965833
jSO,17,5,26,5000,21965834
jSO,17,5,27,5000,21965835
jSO,17,5,28,5000,21965836
jSO,17,5,29,5000,21965837
jSO,17,5,30,5000,21965838
jSO,18,5,21,5000,22065829
jSO,18,5,22,5000,22065830
jSO,18,5,23,5000,22065831
jSO,18,5,24,5000,22065832
jSO,18,5,25,5000,22065833
jSO,18,5,26,5000,22065834
jSO,18,5,27,5000,22065835
jSO,18,5,28,5000,22065836
jSO,18,5,29,5000,22065837
jSO,18,5,30,5000,22065838
jSO,19,5,21,5000,22165829
jSO,19,5,22,5000,22165830
jSO,19,5,23,5000,22165831
jSO,19,5,24,5000,22165832
jSO,19,5,25,5000,22165833
jSO,19,5,26,5000,22165834
jSO,19,5,27,5000,22165835
jSO,19,5,28,5000,22165836
jSO,19,5,29,5000,22165837
jSO,19,5,30,5000,22165838
jSO,20,5,21,5000,22265829
jSO,20,5,22,5000,22265830
jSO,20,5,23,5000,22265831
jSO,20,5,24,5000,22265832
jSO,20,5,25,5000,22265833
jSO,20,5,26,5000,22265834
jSO,20,5,27,5000,22265835
jSO,20,5,28,5000,22265836
jSO,20,5,29,5000,22265837
jSO,20,5,30,5000,22265838
jSO,21,5,21,5000,22365829
jSO,21,5,22,5000,22365830
jSO,21,5,23,5000,22365831
jSO,21,5,24,5000,22365832
jSO,21,5,25,5000,22365833
jSO,21,5,26,5000,22365834
jSO,21,5,27,5000,22365835
jSO,21,5,28,5000,22365836
jSO,21,5,29,5000,22365837
jSO,21,5,30,5000,22365838
jSO,22,5,21,5000,22465829
jSO,22,5,22,5000,22465830
jSO,22,5,23,5000,22465831
jSO,22,5,24,5000,22465832
jSO,22,5,25,5000,22465833
jSO,22,5,26,5000,22465834
jSO,22,5,27,5000,22465835
jSO,22,5,28,5000,22465836
jSO,22,5,29,5000,22465837
jSO,22,5,30,5000,22465838
jSO,23,5,21,5000,22565829
jSO,23,5,22,5000,22565830
jSO,23,5,23,5000,22565831
jSO,23,5,24,5000,22565832
jSO,23,5,25,5000,22565833
jSO,23,5,26,5000,22565834
jSO,23,5,27,5000,22565835
jSO,23,5,28,5000,22565836
jSO,23,5,29,5000,22565837
jSO,23,5,30,5000,22565838
jSO,24,5,21,5000,22665829
jSO,24,5,22,5000,22665830
jSO,24,5,23,5000,22665831
jSO,24,5,24,5000,22665832
jSO,24,5,25,5000,22665833
jSO,24,5,26,5000,22665834
jSO,24,5,27,5000,22665835
jSO,24,5,28,5000,22665836
jSO,24,5,29,5000,22665837
jSO,24,5,30,5000,22665838
jSO,1,20,21,20000,20380829
jSO,1,20,22,20000,20380830
jSO,1,20,23,20000,20380831
jSO,1,20,24,20000,20380832
jSO,1,20,25,20000,20380833
jSO,1,20,26,20000,20380834
jSO,1,20,27,20000,20380835
jSO,1,20,28,20000,20380836
jSO,1,20,29,20000,20380837
jSO,1,20,30,20000,20380838
jSO,2,20,21,20000,20480829
jSO,2,20,22,20000,20480830
jSO,2,20,23,20000,20480831
jSO,2,20,24,20000,20480832
jSO,2,20,25,20000,20480833
jSO,2,20,26,20000,20480834
jSO,2,20,27,20000,20480835
jSO,2,20,28,20000,20480836
jSO,2,20,29,20000,20480837
jSO,2,20,30,20000,20480838
jSO,3,20,21,20000,20580829
jSO,3,20,22,20000,20580830
jSO,3,20,23,20000,20580831
jSO,3,20,24,20000,20580832
jSO,3,20,25,20000,20580833
jSO,3,20,26,20000,20580834
jSO,3,20,27,20000,20580835
jSO,3,20,28,20000,20580836
jSO,3,20,29,20000,20580837
jSO,3,20,30,20000,20580838
jSO,4,20,21,20000,20680829
jSO,4,20,22,20000,20680830
jSO,4,20,23,20000,20680831
jSO,4,20,24,20000,20680832
jSO,4,20,25,20000,20680833
jSO,4,20,26,20000,20680834
jSO,4,20,27,20000,20680835
jSO,4,20,28,20000,20680836
jSO,4,20,29,20000,20680837
jSO,4,20,30,20000,20680838
jSO,5,20,21,20000,20780829
jSO,5,20,22,20000,20780830
jSO,5,20,23,20000,20780831
jSO,5,20,24,20000,20780832
jSO,5,20,25,20000,20780833
jSO,5,20,26,20000,20780834
jSO,5,20,27,20000,20780835
jSO,5,20,28,20000,20780836
jSO,5,20,29,20000,20780837
jSO,5,20,30,20000,20780838
jSO,6,20,21,20000,20880829
jSO,6,20,22,20000,20880830
jSO,6,20,23,20000,20880831
jSO,6,20,24,20000,20880832
jSO,6,20,25,20000,20880833
jSO,6,20,26,20000,20880834
jSO,6,20,27,20000,20880835
jSO,6,20,28,20000,20880836
jSO,6,20,29,20000,20880837
jSO,6,20,30,20000,20880838
jSO,7,20,21,20000,20980829
jSO,7,20,22,20000,20980830
jSO,7,20,23,20000,20980831
jSO,7,20,24,20000,20980832
jSO,7,20,25,20000,20980833
jSO,7,20,26,20000,20980834
jSO,7,20,27,20000,20980835
jSO,7,20,28,20000,20980836
jSO,7,20,29,20000,20980837
jSO,7,20,30,20000,20980838
jSO,8,20,21,20000,21080829
jSO,8,20,22,20000,21080830
jSO,8,20,23,20000,21080831
jSO,8,20,24,20000,21080832
jSO,8,20,25,20000,21080833
jSO,8,20,26,20000,21080834
jSO,8,20,27,20000,21080835
jSO,8,20,28,20000,21080836
jSO,8,20,29,20000,21080837
jSO,8,20,30,20000,21080838
jSO,9,20,21,20000,21180829
jSO,9,20,22,20000,21180830
jSO,9,20,23,20000,21180831
jSO,9,20,24,20000,21180832
jSO,9,20,25,20000,21180833
jSO,9,20,26,20000,21180834
jSO,9,20,27,20000,21180835
jSO,9,20,28,20000,21180836
jSO,9,20,29,20000,21180837
jSO,9,20,30,20000,21180838
jSO,10,20,21,20000,21280829
jSO,10,20,22,20000,21280830
jSO,10,20,23,20000,21280831
jSO,10,20,24,20000,21280832
jSO,10,20,25,20000,21280833
jSO,10,20,26,20000,21280834
jSO,10,20,27,20000,21280835
jSO,10,20,28,20000,21280836
jSO,10,20,29,20000,21280837
jSO,10,20,30,20000,21280838
jSO,11,20,21,20000,21380829
jSO,11,20,22,20000,21380830
jSO,11,20,23,20000,21380831
jSO,11,20,24,20000,21380832
jSO,11,20,25,20000,21380833
jSO,11,20,26,20000,21380834
jSO,11,20,27,20000,21380835
jSO,11,20,28,20000,21380836
jSO,11,20,29,20000,21380837
jSO,11,20,30,20000,21380838
jSO,12,20,21,20000,21480829
jSO,12,20,22,20000,21480830
jSO,12,20,23,20000,21480831
jSO,12,20,24,20000,21480832
jSO,12,20,25,20000,21480833
jSO,12,20,26,20000,21480834
jSO,12,20,27,20000,21480835
jSO,12,20,28,20000,21480836
jSO,12,20,29,20000,21480837
jSO,12,20,30,20000,21480838
jSO,13,20,21,20000,21580829
jSO,13,20,22,20000,21580830
jSO,13,20,23,20000,21580831
jSO,13,20,24,20000,21580832
jSO,13,20,25,20000,21580833
jSO,13,20,26,20000,21580834
jSO,13,20,27,20000,21580835
jSO,13,20,28,20000,21580836
jSO,13,20,29,20000,21580837
jSO,13,20,30,20000,21580838
jSO,14,20,21,20000,21680829
jSO,14,20,22,20000,21680830
jSO,14,20,23,20000,21680831
jSO,14,20,24,20000,21680832
jSO,14,20,25,20000,21680833
jSO,14,20,26,20000,21680834
jSO,14,20,27,20000,21680835
jSO,14,20,28,20000,21680836
jSO,14,20,29,20000,21680837
jSO,14,20,30,20000,21680838
jSO,15,20,21,20000,21780829
jSO,15,20,22,20000,21780830
jSO,15,20,23,20000,21780831
jSO,15,20,24,20000,21780832
jSO,15,20,25,20000,21780833
jSO,15,20,26,20000,21780834
jSO,15,20,27,20000,21780835
jSO,15,20,28,20000,21780836
jSO,15,20,29,20000,21780837
jSO,15,20,30,20000,21780838
jSO,16,20,21,20000,21880829
jSO,16,20,22,20000,21880830
jSO,16,20,23,20000,21880831
jSO,16,20,24,20000,21880832
jSO,16,20,25,20000,21880833
jSO,16,20,26,20000,21880834
jSO,16,20,27,20000,21880835
jSO,16,20,28,20000,21880836
jSO,16,20,29,20000,21880837
jSO,16,20,30,20000,21880838
jSO,17,20,21,20000,21980829
jSO,17,20,22,20000,21980830
jSO,17,20,23,20000,21980831
jSO,17,20,24,20000,21980832
jSO,17,20,25,20000,21980833
jSO,17,20,26,20000,21980834
jSO,17,20,27,20000,21980835
jSO,17,20,28,20000,21980836
jSO,17,20,29,20000,21980837
jSO,17,20,30,20000,21980838
jSO,18,20,21,20000,22080829
jSO,18,20,22,20000,22080830
jSO,18,20,23,20000,22080831
jSO,18,20,24,20000,22080832
jSO,18,20,25,20000,22080833
jSO,18,20,26,20000,22080834
jSO,18,20,27,20000,22080835
jSO,18,20,28,20000,22080836
jSO,18,20,29,20000,22080837
jSO,18,20,30,20000,22080838
jSO,19,20,21,20000,22180829
jSO,19,20,22,20000,22180830
jSO,19,20,23,20000,22180831
jSO,19,20,24,20000,22180832
jSO,19,20,25,20000,22180833
jSO,19,20,26,20000,22180834
jSO,19,20,27,20000,22180835
jSO,19,20,28,20000,22180836
jSO,19,20,29,20000,22180837
jSO,19,20,30,20000,22180838
jSO,20,20,21,20000,22280829
jSO,20,20,22,20000,22280830
jSO,20,20,23,20000,22280831
jSO,20,20,24,20000,22280832
jSO,20,20,25,20000,22280833
jSO,20,20,26,20000,22280834
jSO,20,20,27,20000,22280835
jSO,20,20,28,20000,22280836
jSO,20,20,29,20000,22280837
jSO,20,20,30,20000,22280838
jSO,21,20,21,20000,22380829
jSO,21,20,22,20000,22380830
jSO,21,20,23,20000,22380831
jSO,21,20,24,20000,22380832
jSO,21,20,25,20000,22380833
jSO,21,20,26,20000,22380834
jSO,21,20,27,20000,22380835
jSO,21,20,28,20000,22380836
jSO,21,20,29,20000,22380837
jSO,21,20,30,20000,22380838
jSO,22,20,21,20000,22480829
jSO,22,20,22,20000,22480830
jSO,22,20,23,20000,22480831
jSO,22,20,24,20000,22480832
jSO,22,20,25,20000,22480833
jSO,22,20,26,20000,22480834
jSO,22,20,27,20000,22480835
jSO,22,20,28,20000,22480836
jSO,22,20,29,20000,22480837
jSO,22,20,30,20000,22480838
jSO,23,20,21,20000,22580829
jSO,23,20,22,20000,22580830
jSO,23,20,23,20000,22580831
jSO,23,20,24,20000,22580832
jSO,23,20,25,20000,22580833
jSO,23,20,26,20000,22580834
jSO,23,20,27,20000,22580835
jSO,23,20,28,20000,22580836
jSO,23,20,29,20000,22580837
jSO,23,20,30,20000,22580838
jSO,24,20,21,20000,22680829
jSO,24,20,22,20000,22680830
jSO,24,20,23,20000,22680831
jSO,24,20,24,20000,22680832
jSO,24,20,25,20000,22680833
jSO,24,20,26,20000,22680834
jSO,24,20,27,20000,22680835
jSO,24,20,28,20000,22680836
jSO,24,20,29,20000,22680837
jSO,24,20,30,20000,22680838
L_SRTDE,1,5,21,5000,20365829
L_SRTDE,1,5,22,5000,20365830
L_SRTDE,1,5,23,5000,20365831
L_SRTDE,1,5,24,5000,20365832
L_SRTDE,1,5,25,5000,20365833
L_SRTDE,1,5,26,5000,20365834
L_SRTDE,1,5,27,5000,20365835
L_SRTDE,1,5,28,5000,20365836
L_SRTDE,1,5,29,5000,20365837
L_SRTDE,1,5,30,5000,20365838
L_SRTDE,2,5,21,5000,20465829
L_SRTDE,2,5,22,5000,20465830
L_SRTDE,2,5,23,5000,20465831
L_SRTDE,2,5,24,5000,20465832
L_SRTDE,2,5,25,5000,20465833
L_SRTDE,2,5,26,5000,20465834
L_SRTDE,2,5,27,5000,20465835
L_SRTDE,2,5,28,5000,20465836
L_SRTDE,2,5,29,5000,20465837
L_SRTDE,2,5,30,5000,20465838
L_SRTDE,3,5,21,5000,20565829
L_SRTDE,3,5,22,5000,20565830
L_SRTDE,3,5,23,5000,20565831
L_SRTDE,3,5,24,5000,20565832
L_SRTDE,3,5,25,5000,20565833
L_SRTDE,3,5,26,5000,20565834
L_SRTDE,3,5,27,5000,20565835
L_SRTDE,3,5,28,5000,20565836
L_SRTDE,3,5,29,5000,20565837
L_SRTDE,3,5,30,5000,20565838
L_SRTDE,4,5,21,5000,20665829
L_SRTDE,4,5,22,5000,20665830
L_SRTDE,4,5,23,5000,20665831
L_SRTDE,4,5,24,5000,20665832
L_SRTDE,4,5,25,5000,20665833
L_SRTDE,4,5,26,5000,20665834
L_SRTDE,4,5,27,5000,20665835
L_SRTDE,4,5,28,5000,20665836
L_SRTDE,4,5,29,5000,20665837
L_SRTDE,4,5,30,5000,20665838
L_SRTDE,5,5,21,5000,20765829
L_SRTDE,5,5,22,5000,20765830
L_SRTDE,5,5,23,5000,20765831
L_SRTDE,5,5,24,5000,20765832
L_SRTDE,5,5,25,5000,20765833
L_SRTDE,5,5,26,5000,20765834
L_SRTDE,5,5,27,5000,20765835
L_SRTDE,5,5,28,5000,20765836
L_SRTDE,5,5,29,5000,20765837
L_SRTDE,5,5,30,5000,20765838
L_SRTDE,6,5,21,5000,20865829
L_SRTDE,6,5,22,5000,20865830
L_SRTDE,6,5,23,5000,20865831
L_SRTDE,6,5,24,5000,20865832
L_SRTDE,6,5,25,5000,20865833
L_SRTDE,6,5,26,5000,20865834
L_SRTDE,6,5,27,5000,20865835
L_SRTDE,6,5,28,5000,20865836
L_SRTDE,6,5,29,5000,20865837
L_SRTDE,6,5,30,5000,20865838
L_SRTDE,7,5,21,5000,20965829
L_SRTDE,7,5,22,5000,20965830
L_SRTDE,7,5,23,5000,20965831
L_SRTDE,7,5,24,5000,20965832
L_SRTDE,7,5,25,5000,20965833
L_SRTDE,7,5,26,5000,20965834
L_SRTDE,7,5,27,5000,20965835
L_SRTDE,7,5,28,5000,20965836
L_SRTDE,7,5,29,5000,20965837
L_SRTDE,7,5,30,5000,20965838
L_SRTDE,8,5,21,5000,21065829
L_SRTDE,8,5,22,5000,21065830
L_SRTDE,8,5,23,5000,21065831
L_SRTDE,8,5,24,5000,21065832
L_SRTDE,8,5,25,5000,21065833
L_SRTDE,8,5,26,5000,21065834
L_SRTDE,8,5,27,5000,21065835
L_SRTDE,8,5,28,5000,21065836
L_SRTDE,8,5,29,5000,21065837
L_SRTDE,8,5,30,5000,21065838
L_SRTDE,9,5,21,5000,21165829
L_SRTDE,9,5,22,5000,21165830
L_SRTDE,9,5,23,5000,21165831
L_SRTDE,9,5,24,5000,21165832
L_SRTDE,9,5,25,5000,21165833
L_SRTDE,9,5,26,5000,21165834
L_SRTDE,9,5,27,5000,21165835
L_SRTDE,9,5,28,5000,21165836
L_SRTDE,9,5,29,5000,21165837
L_SRTDE,9,5,30,5000,21165838
L_SRTDE,10,5,21,5000,21265829
L_SRTDE,10,5,22,5000,21265830
L_SRTDE,10,5,23,5000,21265831
L_SRTDE,10,5,24,5000,21265832
L_SRTDE,10,5,25,5000,21265833
L_SRTDE,10,5,26,5000,21265834
L_SRTDE,10,5,27,5000,21265835
L_SRTDE,10,5,28,5000,21265836
L_SRTDE,10,5,29,5000,21265837
L_SRTDE,10,5,30,5000,21265838
L_SRTDE,11,5,21,5000,21365829
L_SRTDE,11,5,22,5000,21365830
L_SRTDE,11,5,23,5000,21365831
L_SRTDE,11,5,24,5000,21365832
L_SRTDE,11,5,25,5000,21365833
L_SRTDE,11,5,26,5000,21365834
L_SRTDE,11,5,27,5000,21365835
L_SRTDE,11,5,28,5000,21365836
L_SRTDE,11,5,29,5000,21365837
L_SRTDE,11,5,30,5000,21365838
L_SRTDE,12,5,21,5000,21465829
L_SRTDE,12,5,22,5000,21465830
L_SRTDE,12,5,23,5000,21465831
L_SRTDE,12,5,24,5000,21465832
L_SRTDE,12,5,25,5000,21465833
L_SRTDE,12,5,26,5000,21465834
L_SRTDE,12,5,27,5000,21465835
L_SRTDE,12,5,28,5000,21465836
L_SRTDE,12,5,29,5000,21465837
L_SRTDE,12,5,30,5000,21465838
L_SRTDE,13,5,21,5000,21565829
L_SRTDE,13,5,22,5000,21565830
L_SRTDE,13,5,23,5000,21565831
L_SRTDE,13,5,24,5000,21565832
L_SRTDE,13,5,25,5000,21565833
L_SRTDE,13,5,26,5000,21565834
L_SRTDE,13,5,27,5000,21565835
L_SRTDE,13,5,28,5000,21565836
L_SRTDE,13,5,29,5000,21565837
L_SRTDE,13,5,30,5000,21565838
L_SRTDE,14,5,21,5000,21665829
L_SRTDE,14,5,22,5000,21665830
L_SRTDE,14,5,23,5000,21665831
L_SRTDE,14,5,24,5000,21665832
L_SRTDE,14,5,25,5000,21665833
L_SRTDE,14,5,26,5000,21665834
L_SRTDE,14,5,27,5000,21665835
L_SRTDE,14,5,28,5000,21665836
L_SRTDE,14,5,29,5000,21665837
L_SRTDE,14,5,30,5000,21665838
L_SRTDE,15,5,21,5000,21765829
L_SRTDE,15,5,22,5000,21765830
L_SRTDE,15,5,23,5000,21765831
L_SRTDE,15,5,24,5000,21765832
L_SRTDE,15,5,25,5000,21765833
L_SRTDE,15,5,26,5000,21765834
L_SRTDE,15,5,27,5000,21765835
L_SRTDE,15,5,28,5000,21765836
L_SRTDE,15,5,29,5000,21765837
L_SRTDE,15,5,30,5000,21765838
L_SRTDE,16,5,21,5000,21865829
L_SRTDE,16,5,22,5000,21865830
L_SRTDE,16,5,23,5000,21865831
L_SRTDE,16,5,24,5000,21865832
L_SRTDE,16,5,25,5000,21865833
L_SRTDE,16,5,26,5000,21865834
L_SRTDE,16,5,27,5000,21865835
L_SRTDE,16,5,28,5000,21865836
L_SRTDE,16,5,29,5000,21865837
L_SRTDE,16,5,30,5000,21865838
L_SRTDE,17,5,21,5000,21965829
L_SRTDE,17,5,22,5000,21965830
L_SRTDE,17,5,23,5000,21965831
L_SRTDE,17,5,24,5000,21965832
L_SRTDE,17,5,25,5000,21965833
L_SRTDE,17,5,26,5000,21965834
L_SRTDE,17,5,27,5000,21965835
L_SRTDE,17,5,28,5000,21965836
